"from","to","anchor","context"
"/health/tools/glucose-observation-log","/health/trust/corrections-policy","정정·문의","navigation"
"/health/tools/glucose-observation-log","/health/trust/ai-disclosure","AI 활용 공개","navigation"
"/health/tools/glucose-observation-log","/health/trust/advertising","광고 정책","navigation"
"/health/tools/glucose-observation-log","/health/trust/disclaimer","면책 안내","navigation"
"/health/tools/glucose-observation-log","/health/trust/privacy","개인정보","navigation"
"/health/tools/glucose-observation-log","/health/trust/terms","이용약관","navigation"
"/health/tools/gout-visit-card","/health/tools/gout-visit-card","본문으로 건너뛰기","content"
"/health/tools/gout-visit-card","/","OONURIM오누림","navigation"
"/health/tools/gout-visit-card","/health","질환 알아보기","navigation"
"/health/tools/gout-visit-card","/health/guides/danger-signals","몸이 보내는 신호","navigation"
"/health/tools/gout-visit-card","/health/guides/reading-health-results","검사·건강수치","navigation"
"/health/tools/gout-visit-card","/health/guides/family-medication-support","가족 건강","navigation"
"/health/tools/gout-visit-card","/health","건강 도구","navigation"
"/health/tools/gout-visit-card","/health/trust/about","오누림 소개","navigation"
"/health/tools/gout-visit-card","/health/gout","안내 글로 돌아가기","navigation"
"/health/tools/gout-visit-card","/health","20개 질환 안내","navigation"
"/health/tools/gout-visit-card","/health/guides/danger-signals","위험 신호","navigation"
"/health/tools/gout-visit-card","/health/guides/appointment-questions","진료 질문 준비","navigation"
"/health/tools/gout-visit-card","/health","건강 기록 도구","navigation"
"/health/tools/gout-visit-card","/health/trust/author","작성자","navigation"
"/health/tools/gout-visit-card","/health/trust/sources-policy","출처 원칙","navigation"
"/health/tools/gout-visit-card","/health/trust/corrections-policy","정정·문의","navigation"
"/health/tools/gout-visit-card","/health/trust/ai-disclosure","AI 활용 공개","navigation"
"/health/tools/gout-visit-card","/health/trust/advertising","광고 정책","navigation"
"/health/tools/gout-visit-card","/health/trust/disclaimer","면책 안내","navigation"
"/health/tools/gout-visit-card","/health/trust/privacy","개인정보","navigation"
"/health/tools/gout-visit-card","/health/trust/terms","이용약관","navigation"
"/health/tools/irritable-bowel-syndrome-visit-card","/health/tools/irritable-bowel-syndrome-visit-card","본문으로 건너뛰기","content"
"/health/tools/irritable-bowel-syndrome-visit-card","/","OONURIM오누림","navigation"
"/health/tools/irritable-bowel-syndrome-visit-card","/health","질환 알아보기","navigation"
"/health/tools/irritable-bowel-syndrome-visit-card","/health/guides/danger-signals","몸이 보내는 신호","navigation"
"/health/tools/irritable-bowel-syndrome-visit-card","/health/guides/reading-health-results","검사·건강수치","navigation"
"/health/tools/irritable-bowel-syndrome-visit-card","/health/guides/family-medication-support","가족 건강","navigation"
"/health/tools/irritable-bowel-syndrome-visit-card","/health","건강 도구","navigation"
"/health/tools/irritable-bowel-syndrome-visit-card","/health/trust/about","오누림 소개","navigation"
"/health/tools/irritable-bowel-syndrome-visit-card","/health/irritable-bowel-syndrome","안내 글로 돌아가기","navigation"
"/health/tools/irritable-bowel-syndrome-visit-card","/health","20개 질환 안내","navigation"
"/health/tools/irritable-bowel-syndrome-visit-card","/health/guides/danger-signals","위험 신호","navigation"
"/health/tools/irritable-bowel-syndrome-visit-card","/health/guides/appointment-questions","진료 질문 준비","navigation"
"/health/tools/irritable-bowel-syndrome-visit-card","/health","건강 기록 도구","navigation"
"/health/tools/irritable-bowel-syndrome-visit-card","/health/trust/author","작성자","navigation"
"/health/tools/irritable-bowel-syndrome-visit-card","/health/trust/sources-policy","출처 원칙","navigation"
"/health/tools/irritable-bowel-syndrome-visit-card","/health/trust/corrections-policy","정정·문의","navigation"
"/health/tools/irritable-bowel-syndrome-visit-card","/health/trust/ai-disclosure","AI 활용 공개","navigation"
"/health/tools/irritable-bowel-syndrome-visit-card","/health/trust/advertising","광고 정책","navigation"
"/health/tools/irritable-bowel-syndrome-visit-card","/health/trust/disclaimer","면책 안내","navigation"
"/health/tools/irritable-bowel-syndrome-visit-card","/health/trust/privacy","개인정보","navigation"
"/health/tools/irritable-bowel-syndrome-visit-card","/health/trust/terms","이용약관","navigation"
"/health/tools/kidney-stones-visit-card","/health/tools/kidney-stones-visit-card","본문으로 건너뛰기","content"
"/health/tools/kidney-stones-visit-card","/","OONURIM오누림","navigation"
"/health/tools/kidney-stones-visit-card","/health","질환 알아보기","navigation"
"/health/tools/kidney-stones-visit-card","/health/guides/danger-signals","몸이 보내는 신호","navigation"
"/health/tools/kidney-stones-visit-card","/health/guides/reading-health-results","검사·건강수치","navigation"
"/health/tools/kidney-stones-visit-card","/health/guides/family-medication-support","가족 건강","navigation"
"/health/tools/kidney-stones-visit-card","/health","건강 도구","navigation"
"/health/tools/kidney-stones-visit-card","/health/trust/about","오누림 소개","navigation"
"/health/tools/kidney-stones-visit-card","/health/kidney-stones","안내 글로 돌아가기","navigation"
"/health/tools/kidney-stones-visit-card","/health","20개 질환 안내","navigation"
"/health/tools/kidney-stones-visit-card","/health/guides/danger-signals","위험 신호","navigation"
"/health/tools/kidney-stones-visit-card","/health/guides/appointment-questions","진료 질문 준비","navigation"
"/health/tools/kidney-stones-visit-card","/health","건강 기록 도구","navigation"
"/health/tools/kidney-stones-visit-card","/health/trust/author","작성자","navigation"
"/health/tools/kidney-stones-visit-card","/health/trust/sources-policy","출처 원칙","navigation"
"/health/tools/kidney-stones-visit-card","/health/trust/corrections-policy","정정·문의","navigation"
"/health/tools/kidney-stones-visit-card","/health/trust/ai-disclosure","AI 활용 공개","navigation"
"/health/tools/kidney-stones-visit-card","/health/trust/advertising","광고 정책","navigation"
"/health/tools/kidney-stones-visit-card","/health/trust/disclaimer","면책 안내","navigation"
"/health/tools/kidney-stones-visit-card","/health/trust/privacy","개인정보","navigation"
"/health/tools/kidney-stones-visit-card","/health/trust/terms","이용약관","navigation"
"/health/tools/metabolic-dysfunction-associated-steatotic-liver-disease-visit-card","/health/tools/metabolic-dysfunction-associated-steatotic-liver-disease-visit-card","본문으로 건너뛰기","content"
"/health/tools/metabolic-dysfunction-associated-steatotic-liver-disease-visit-card","/","OONURIM오누림","navigation"
"/health/tools/metabolic-dysfunction-associated-steatotic-liver-disease-visit-card","/health","질환 알아보기","navigation"
"/health/tools/metabolic-dysfunction-associated-steatotic-liver-disease-visit-card","/health/guides/danger-signals","몸이 보내는 신호","navigation"
"/health/tools/metabolic-dysfunction-associated-steatotic-liver-disease-visit-card","/health/guides/reading-health-results","검사·건강수치","navigation"
"/health/tools/metabolic-dysfunction-associated-steatotic-liver-disease-visit-card","/health/guides/family-medication-support","가족 건강","navigation"
"/health/tools/metabolic-dysfunction-associated-steatotic-liver-disease-visit-card","/health","건강 도구","navigation"
"/health/tools/metabolic-dysfunction-associated-steatotic-liver-disease-visit-card","/health/trust/about","오누림 소개","navigation"
"/health/tools/metabolic-dysfunction-associated-steatotic-liver-disease-visit-card","/health/metabolic-dysfunction-associated-steatotic-liver-disease","안내 글로 돌아가기","navigation"
"/health/tools/metabolic-dysfunction-associated-steatotic-liver-disease-visit-card","/health","20개 질환 안내","navigation"
"/health/tools/metabolic-dysfunction-associated-steatotic-liver-disease-visit-card","/health/guides/danger-signals","위험 신호","navigation"
"/health/tools/metabolic-dysfunction-associated-steatotic-liver-disease-visit-card","/health/guides/appointment-questions","진료 질문 준비","navigation"
"/health/tools/metabolic-dysfunction-associated-steatotic-liver-disease-visit-card","/health","건강 기록 도구","navigation"
"/health/tools/metabolic-dysfunction-associated-steatotic-liver-disease-visit-card","/health/trust/author","작성자","navigation"
"/health/tools/metabolic-dysfunction-associated-steatotic-liver-disease-visit-card","/health/trust/sources-policy","출처 원칙","navigation"
"/health/tools/metabolic-dysfunction-associated-steatotic-liver-disease-visit-card","/health/trust/corrections-policy","정정·문의","navigation"
"/health/tools/metabolic-dysfunction-associated-steatotic-liver-disease-visit-card","/health/trust/ai-disclosure","AI 활용 공개","navigation"
"/health/tools/metabolic-dysfunction-associated-steatotic-liver-disease-visit-card","/health/trust/advertising","광고 정책","navigation"
"/health/tools/metabolic-dysfunction-associated-steatotic-liver-disease-visit-card","/health/trust/disclaimer","면책 안내","navigation"
"/health/tools/metabolic-dysfunction-associated-steatotic-liver-disease-visit-card","/health/trust/privacy","개인정보","navigation"
"/health/tools/metabolic-dysfunction-associated-steatotic-liver-disease-visit-card","/health/trust/terms","이용약관","navigation"
"/health/tools/migraine-visit-card","/health/tools/migraine-visit-card","본문으로 건너뛰기","content"
"/health/tools/migraine-visit-card","/","OONURIM오누림","navigation"
"/health/tools/migraine-visit-card","/health","질환 알아보기","navigation"
"/health/tools/migraine-visit-card","/health/guides/danger-signals","몸이 보내는 신호","navigation"
"/health/tools/migraine-visit-card","/health/guides/reading-health-results","검사·건강수치","navigation"
"/health/tools/migraine-visit-card","/health/guides/family-medication-support","가족 건강","navigation"
"/health/tools/migraine-visit-card","/health","건강 도구","navigation"
"/health/tools/migraine-visit-card","/health/trust/about","오누림 소개","navigation"
