"from","to","anchor","context"
"/health/tools/anxiety-disorder-visit-card","/health/guides/reading-health-results","검사·건강수치","navigation"
"/health/tools/anxiety-disorder-visit-card","/health/guides/family-medication-support","가족 건강","navigation"
"/health/tools/anxiety-disorder-visit-card","/health","건강 도구","navigation"
"/health/tools/anxiety-disorder-visit-card","/health/trust/about","오누림 소개","navigation"
"/health/tools/anxiety-disorder-visit-card","/health/anxiety-disorder","불안장애, 같은 불안으로 묶지 않고 살펴보기 해설 읽기","navigation"
"/health/tools/anxiety-disorder-visit-card","/health/anxiety-disorder","이 질환 안내의 위험 신호와 도움 요청 행동","content"
"/health/tools/anxiety-disorder-visit-card","/health/guides/symptom-journal","상황·몸의 관찰과 원인 추측을 구분하는 기록법","content"
"/health/tools/anxiety-disorder-visit-card","/health/guides/medication-list","약 역할·개인 지침과 실제 사용을 함께 준비","content"
"/health/tools/anxiety-disorder-visit-card","/health/guides/appointment-questions","생활 어려움과 다음 연락 방법을 묻는 질문","content"
"/health/tools/anxiety-disorder-visit-card","/health/trust/medical-review-policy","의료 검토 상태","navigation"
"/health/tools/anxiety-disorder-visit-card","/health/trust/privacy","기록·개인정보 안내","navigation"
"/health/tools/anxiety-disorder-visit-card","/health","20개 질환 안내","navigation"
"/health/tools/anxiety-disorder-visit-card","/health/guides/danger-signals","위험 신호","navigation"
"/health/tools/anxiety-disorder-visit-card","/health/guides/appointment-questions","진료 질문 준비","navigation"
"/health/tools/anxiety-disorder-visit-card","/health","건강 기록 도구","navigation"
"/health/tools/anxiety-disorder-visit-card","/health/trust/author","작성자","navigation"
"/health/tools/anxiety-disorder-visit-card","/health/trust/sources-policy","출처 원칙","navigation"
"/health/tools/anxiety-disorder-visit-card","/health/trust/corrections-policy","정정·문의","navigation"
"/health/tools/anxiety-disorder-visit-card","/health/trust/ai-disclosure","AI 활용 공개","navigation"
"/health/tools/anxiety-disorder-visit-card","/health/trust/advertising","광고 정책","navigation"
"/health/tools/anxiety-disorder-visit-card","/health/trust/disclaimer","면책 안내","navigation"
"/health/tools/anxiety-disorder-visit-card","/health/trust/privacy","개인정보","navigation"
"/health/tools/anxiety-disorder-visit-card","/health/trust/terms","이용약관","navigation"
"/health/tools/asthma-visit-card","/health/tools/asthma-visit-card","본문으로 건너뛰기","content"
"/health/tools/asthma-visit-card","/","OONURIM오누림","navigation"
"/health/tools/asthma-visit-card","/health","질환 알아보기","navigation"
"/health/tools/asthma-visit-card","/health/guides/danger-signals","몸이 보내는 신호","navigation"
"/health/tools/asthma-visit-card","/health/guides/reading-health-results","검사·건강수치","navigation"
"/health/tools/asthma-visit-card","/health/guides/family-medication-support","가족 건강","navigation"
"/health/tools/asthma-visit-card","/health","건강 도구","navigation"
"/health/tools/asthma-visit-card","/health/trust/about","오누림 소개","navigation"
"/health/tools/asthma-visit-card","/health/asthma","천식, 기도의 변화와 내 행동계획을 함께 이해하기 해설 읽기","navigation"
"/health/tools/asthma-visit-card","/health/asthma","이 질환 안내의 위험 신호와 도움 요청 행동","content"
"/health/tools/asthma-visit-card","/health/guides/medication-list","흡입기를 포함한 실제 약 이름·지침 준비","content"
"/health/tools/asthma-visit-card","/health/guides/symptom-journal","관찰한 증상과 처방 뒤 반응을 나누어 적기","content"
"/health/tools/asthma-visit-card","/health/guides/appointment-questions","질문 뒤 들은 설명과 연락 계획을 남기는 법","content"
"/health/tools/asthma-visit-card","/health/trust/medical-review-policy","의료 검토 상태","navigation"
"/health/tools/asthma-visit-card","/health/trust/privacy","기록·개인정보 안내","navigation"
"/health/tools/asthma-visit-card","/health","20개 질환 안내","navigation"
"/health/tools/asthma-visit-card","/health/guides/danger-signals","위험 신호","navigation"
"/health/tools/asthma-visit-card","/health/guides/appointment-questions","진료 질문 준비","navigation"
"/health/tools/asthma-visit-card","/health","건강 기록 도구","navigation"
"/health/tools/asthma-visit-card","/health/trust/author","작성자","navigation"
"/health/tools/asthma-visit-card","/health/trust/sources-policy","출처 원칙","navigation"
"/health/tools/asthma-visit-card","/health/trust/corrections-policy","정정·문의","navigation"
"/health/tools/asthma-visit-card","/health/trust/ai-disclosure","AI 활용 공개","navigation"
"/health/tools/asthma-visit-card","/health/trust/advertising","광고 정책","navigation"
"/health/tools/asthma-visit-card","/health/trust/disclaimer","면책 안내","navigation"
"/health/tools/asthma-visit-card","/health/trust/privacy","개인정보","navigation"
"/health/tools/asthma-visit-card","/health/trust/terms","이용약관","navigation"
"/health/tools/blood-pressure-log","/health/tools/blood-pressure-log","본문으로 건너뛰기","content"
"/health/tools/blood-pressure-log","/","OONURIM오누림","navigation"
"/health/tools/blood-pressure-log","/health","질환 알아보기","navigation"
"/health/tools/blood-pressure-log","/health/guides/danger-signals","몸이 보내는 신호","navigation"
"/health/tools/blood-pressure-log","/health/guides/reading-health-results","검사·건강수치","navigation"
"/health/tools/blood-pressure-log","/health/guides/family-medication-support","가족 건강","navigation"
"/health/tools/blood-pressure-log","/health","건강 도구","navigation"
"/health/tools/blood-pressure-log","/health/trust/about","오누림 소개","navigation"
"/health/tools/blood-pressure-log","/health/hypertension","고혈압을 이해하고 집에서 혈압을 정확히 기록하는 법 해설 읽기","navigation"
"/health/tools/blood-pressure-log","/health/guides/measuring-blood-pressure","안정·자세·두 번 측정의 준비 순서","content"
"/health/tools/blood-pressure-log","/health/tools/blood-pressure-questions","작성한 혈압 기록을 가져갈 진료 질문","content"
"/health/tools/blood-pressure-log","/health/guides/danger-signals","기록보다 즉시 도움이 먼저인 위험 신호","content"
"/health/tools/blood-pressure-log","/health/trust/medical-review-policy","의료 검토 상태","navigation"
"/health/tools/blood-pressure-log","/health/trust/privacy","기록·개인정보 안내","navigation"
"/health/tools/blood-pressure-log","/health","20개 질환 안내","navigation"
"/health/tools/blood-pressure-log","/health/guides/danger-signals","위험 신호","navigation"
"/health/tools/blood-pressure-log","/health/guides/appointment-questions","진료 질문 준비","navigation"
"/health/tools/blood-pressure-log","/health","건강 기록 도구","navigation"
"/health/tools/blood-pressure-log","/health/trust/author","작성자","navigation"
"/health/tools/blood-pressure-log","/health/trust/sources-policy","출처 원칙","navigation"
"/health/tools/blood-pressure-log","/health/trust/corrections-policy","정정·문의","navigation"
"/health/tools/blood-pressure-log","/health/trust/ai-disclosure","AI 활용 공개","navigation"
"/health/tools/blood-pressure-log","/health/trust/advertising","광고 정책","navigation"
"/health/tools/blood-pressure-log","/health/trust/disclaimer","면책 안내","navigation"
"/health/tools/blood-pressure-log","/health/trust/privacy","개인정보","navigation"
"/health/tools/blood-pressure-log","/health/trust/terms","이용약관","navigation"
"/health/tools/blood-pressure-prep","/health/tools/blood-pressure-prep","본문으로 건너뛰기","content"
"/health/tools/blood-pressure-prep","/","OONURIM오누림","navigation"
"/health/tools/blood-pressure-prep","/health","질환 알아보기","navigation"
"/health/tools/blood-pressure-prep","/health/guides/danger-signals","몸이 보내는 신호","navigation"
"/health/tools/blood-pressure-prep","/health/guides/reading-health-results","검사·건강수치","navigation"
"/health/tools/blood-pressure-prep","/health/guides/family-medication-support","가족 건강","navigation"
"/health/tools/blood-pressure-prep","/health","건강 도구","navigation"
"/health/tools/blood-pressure-prep","/health/trust/about","오누림 소개","navigation"
"/health/tools/blood-pressure-prep","/health/hypertension","고혈압을 이해하고 집에서 혈압을 정확히 기록하는 법 해설 읽기","navigation"
"/health/tools/blood-pressure-prep","/health/guides/measuring-blood-pressure","AHA·국내 기관의 측정 안내와 조건 차이 이해","content"
"/health/tools/blood-pressure-prep","/health/tools/blood-pressure-log","두 회차의 원래 값을 나누어 남길 혈압 기록표","content"
"/health/tools/blood-pressure-prep","/health/tools/blood-pressure-questions","커프·측정 조건·개인 계획을 확인할 진료 질문","content"
"/health/tools/blood-pressure-prep","/health/trust/medical-review-policy","의료 검토 상태","navigation"
"/health/tools/blood-pressure-prep","/health/trust/privacy","기록·개인정보 안내","navigation"
"/health/tools/blood-pressure-prep","/health","20개 질환 안내","navigation"
"/health/tools/blood-pressure-prep","/health/guides/danger-signals","위험 신호","navigation"
"/health/tools/blood-pressure-prep","/health/guides/appointment-questions","진료 질문 준비","navigation"
"/health/tools/blood-pressure-prep","/health","건강 기록 도구","navigation"
"/health/tools/blood-pressure-prep","/health/trust/author","작성자","navigation"
"/health/tools/blood-pressure-prep","/health/trust/sources-policy","출처 원칙","navigation"
"/health/tools/blood-pressure-prep","/health/trust/corrections-policy","정정·문의","navigation"
"/health/tools/blood-pressure-prep","/health/trust/ai-disclosure","AI 활용 공개","navigation"
"/health/tools/blood-pressure-prep","/health/trust/advertising","광고 정책","navigation"
"/health/tools/blood-pressure-prep","/health/trust/disclaimer","면책 안내","navigation"
"/health/tools/blood-pressure-prep","/health/trust/privacy","개인정보","navigation"
"/health/tools/blood-pressure-prep","/health/trust/terms","이용약관","navigation"
"/health/tools/blood-pressure-questions","/health/tools/blood-pressure-questions","본문으로 건너뛰기","content"
"/health/tools/blood-pressure-questions","/","OONURIM오누림","navigation"
"/health/tools/blood-pressure-questions","/health","질환 알아보기","navigation"
"/health/tools/blood-pressure-questions","/health/guides/danger-signals","몸이 보내는 신호","navigation"
"/health/tools/blood-pressure-questions","/health/guides/reading-health-results","검사·건강수치","navigation"
"/health/tools/blood-pressure-questions","/health/guides/family-medication-support","가족 건강","navigation"
"/health/tools/blood-pressure-questions","/health","건강 도구","navigation"
"/health/tools/blood-pressure-questions","/health/trust/about","오누림 소개","navigation"
"/health/tools/blood-pressure-questions","/health/hypertension","고혈압을 이해하고 집에서 혈압을 정확히 기록하는 법 해설 읽기","navigation"
